,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
1270559,A-1270588,MapQuest,201.0,2,2019-03-06 07:10:44,2019-03-06 07:40:03,26.315037,-98.308884,,,0.0,Accident on TX-107 Conway Ave Northbound at FM-681.,10942.0,N Alton Blvd,R,Mission,Hidalgo,TX,78573-4171,US,US/Central,KMFE,2019-03-06 06:53:00,48.0,,46.0,30.47,10.0,NNE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1535844,A-1535877,MapQuest,201.0,2,2018-11-20 08:28:55,2018-11-20 08:58:50,41.949123,-87.72747,,,0.0,Accident on Pulaski Rd at Warwick Ave.,3727.0,N Pulaski Rd,R,Chicago,Cook,IL,60641-3136,US,US/Central,KORD,2018-11-20 08:47:00,32.0,24.8,64.0,30.22,10.0,WNW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1079829,A-1079855,MapQuest,201.0,2,2019-08-09 16:19:13,2019-08-09 17:07:59,35.466461,-97.516388,,,0.0,Accident on Robinson Ave at Sheridan Ave.,,W Sheridan Ave,R,Oklahoma City,Oklahoma,OK,73102,US,US/Central,KOKC,2019-08-09 15:52:00,84.0,84.0,74.0,28.57,10.0,E,5.0,0.0,Mostly Cloudy,True,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
2181945,A-2181985,MapQuest,201.0,2,2017-12-08 20:24:01,2017-12-08 21:08:38,26.13603,-80.219009,,,0.0,Right lane blocked due to accident on FL-91 Southbound before Exit 58 FL-838 Sunrise Blvd.,,W Sunrise Blvd,R,Fort Lauderdale,Broward,FL,33313,US,US/Eastern,KFXE,2017-12-08 20:53:00,77.0,,90.0,29.88,10.0,South,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1349643,A-1349674,MapQuest,203.0,3,2019-02-13 14:09:46,2019-02-13 15:09:22,36.115768,-86.774261,,,0.0,Right lane blocked due to multi-vehicle accident on I-440 Eastbound before Exit 5 I-65.,,I-440 E,R,Nashville,Davidson,TN,37204,US,US/Central,KBNA,2019-02-13 13:53:00,53.1,,29.0,30.2,10.0,WNW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
409290,A-409296,MapQuest,201.0,3,2017-05-05 21:52:21,2017-05-05 22:22:02,34.221371,-118.473106,,,0.01,Accident on I-405 Northbound at Exit 68 Roscoe Blvd.,,Roscoe Blvd,R,North Hills,Los Angeles,CA,91343,US,US/Pacific,KVNY,2017-05-05 21:51:00,57.9,,87.0,29.82,10.0,SSE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1823243,A-1823279,MapQuest,201.0,3,2018-06-12 17:57:57,2018-06-12 18:27:34,30.493555,-91.124924,,,0.0,Accident on US-190 Airline Hwy at US-61 Airline Hwy.,6545.0,Airline Hwy,L,Baton Rouge,East Baton Rouge,LA,70805-3214,US,US/Central,KBTR,2018-06-12 17:53:00,71.1,,90.0,30.07,1.5,Variable,3.5,1.09,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
280831,A-280834,MapQuest,201.0,2,2016-11-19 12:52:36,2016-11-19 13:21:32,29.8321,-95.553268,,,0.01,Accident on Clay Rd Westbound at Durban Dr.,,Clay Rd,R,Houston,Harris,TX,77041,US,US/Central,KDWH,2016-11-19 12:53:00,63.0,,26.0,30.48,10.0,North,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2904821,A-2904952,Bing,,2,2020-04-09 07:02:00,2020-04-09 10:12:40,39.113248,-121.558374,39.113248,-121.558374,0.0,At CA-70/Olivehurst Ave - Accident.,1611.0, Erle Rd,R,Marysville,Yuba,CA,95901-8033,US,US/Pacific,KMYV,2020-04-09 07:11:00,52.0,52.0,89.0,29.95,10.0,SE,9.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2680688,A-2680736,Bing,,2,2017-05-16 07:16:10,2017-05-16 13:16:10,39.816157,-84.18918,39.79651,-84.18926,1.357,At Wagner Ford Rd/Neff Rd/Exit 57 - Accident.,,I-75 S,R,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2017-05-16 06:56:00,61.0,,70.0,29.98,10.0,South,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
750420,A-750443,MapQuest,201.0,2,2019-12-30 14:34:17,2019-12-30 16:18:49,35.536827,-97.590004,,,0.0,Accident on OK-3 Expressway St Westbound at 63rd St.,3988.0,NW Expressway,L,Oklahoma City,Oklahoma,OK,73112,US,US/Central,KPWA,2019-12-30 14:53:00,49.0,42.0,32.0,28.7,10.0,WNW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1080022,A-1080048,MapQuest,201.0,2,2019-08-08 07:42:56,2019-08-08 08:28:26,32.82148,-96.825394,,,0.0,Accident on Cedar Springs Rd at Crestview Dr.,3114.0,Crestview Dr,R,Dallas,Dallas,TX,75235,US,US/Central,KDAL,2019-08-08 07:53:00,82.0,82.0,74.0,29.4,10.0,S,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2113979,A-2114019,MapQuest,201.0,3,2018-01-05 08:22:14,2018-01-05 08:51:21,38.235004,-85.614166,,,0.0,Right hand shoulder blocked due to accident two vehicles involved on I-64 Westbound before I-264.,,I-64 W,R,Louisville,Jefferson,KY,40222,US,US/Eastern,KLOU,2018-01-05 07:53:00,10.0,3.6,64.0,30.42,10.0,NW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
496580,A-496586,MapQuest,201.0,2,2017-07-23 06:28:54,2017-07-23 07:13:04,33.667797,-117.881149,,,0.0,#5 lane closed due to accident on CA-73 Northbound at Exits 17A 17B CA-55. SigAlert issued.,,Corona del Mar Fwy N,R,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2017-07-23 06:53:00,70.0,,84.0,29.88,8.0,Calm,,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
750786,A-750809,MapQuest,201.0,2,2019-12-30 16:30:10,2019-12-30 16:59:04,33.67289,-112.013405,,,0.0,Right lane blocked due to accident on AZ-101-LOOP Westbound near AZ-51 Exit 15B.,,AZ-101 Loop W,R,Phoenix,Maricopa,AZ,85050,US,US/Mountain,KDVT,2019-12-30 16:53:00,53.0,53.0,47.0,28.34,10.0,SSW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1104020,A-1104046,MapQuest,201.0,2,2019-06-06 07:48:00,2019-06-06 08:47:44,33.875202,-118.104248,,,0.0,Right hand shoulder blocked due to accident on CA-91 Eastbound at I-605.,10805.0,Artesia Blvd,L,Cerritos,Los Angeles,CA,90703-2627,US,US/Pacific,KFUL,2019-06-06 07:53:00,64.0,64.0,80.0,29.82,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
371534,A-371537,MapQuest,201.0,2,2017-02-22 17:03:09,2017-02-22 17:47:55,42.671261,-73.78698,,,0.01,Car vs pole accident on Manning Blvd around Allen St.,302.0,Manning Blvd,L,Albany,Albany,NY,12206-1802,US,US/Eastern,KALB,2017-02-22 16:51:00,55.0,,47.0,29.88,10.0,SSE,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
951575,A-951601,MapQuest,201.0,3,2019-09-28 13:20:17,2019-09-28 15:06:00,39.338741,-120.349342,,,0.0,#1 lane blocked due to accident on I-80 Westbound at Exit 176 Boreal Ridge Rd.,,Castle Peak Rd,R,Soda Springs,Nevada,CA,95728,US,US/Pacific,KBLU,2019-09-28 13:11:00,40.0,33.0,97.0,24.49,0.25,SSW,13.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1966884,A-1966924,MapQuest,201.0,2,2018-04-21 05:18:36,2018-04-21 05:48:08,37.555634,-120.91407,,,0.0,Accident on 7th St at Christine Ave.,4258.0,Christine Ave,R,Keyes,Stanislaus,CA,95328-9603,US,US/Pacific,KMOD,2018-04-21 04:53:00,52.0,,83.0,30.1,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2125162,A-2125202,MapQuest,201.0,3,2018-01-10 07:42:40,2018-01-10 08:26:22,45.682858,-122.593788,,,0.0,Accident on I-205 Southbound near Exit 32 Padden Pkwy.,,NE Padden Pkwy,R,Vancouver,Clark,WA,98662,US,US/Pacific,KPDX,2018-01-10 07:53:00,43.0,39.5,93.0,30.01,10.0,SSW,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2997442,A-2997591,Bing,,2,2020-02-12 19:12:53,2020-02-12 19:42:47,27.70761,-82.38772,27.85585,-82.34649,10.548,Between SR-674/Exit 240 and Gibsonton Dr/Exit 250 - Accident.,,I-75 N,R,Ruskin,Hillsborough,FL,33570,US,US/Eastern,KMCF,2020-02-12 18:56:00,71.0,71.0,90.0,30.04,10.0,SSW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2723478,A-2723530,Bing,,2,2020-05-26 23:39:00,2020-05-27 00:11:36,36.96857,-119.528297,36.96857,-119.528297,0.0,At N Academy Ave - Accident.,13657.0, Millerton Rd,L,Prather,Fresno,CA,93651-9716,US,US/Pacific,KFAT,2020-05-26 23:53:00,86.0,86.0,36.0,29.47,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2643946,A-2643992,Bing,,2,2017-03-09 10:26:53,2017-03-09 16:26:53,35.22215,-80.868,35.2283,-80.86085,0.586,At I-277/US-74/Exit 9 - Accident.,,I-77 N,R,Charlotte,Mecklenburg,NC,28208,US,US/Eastern,KCLT,2017-03-09 10:52:00,68.0,,17.0,30.25,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2668036,A-2668084,Bing,,2,2017-04-24 16:58:23,2017-04-24 22:58:23,28.800016,-81.343478,28.800016,-81.343478,0.0,At SR-417/Seminole Expy/Exit 101 - Accident.,,I-4 E,R,Sanford,Seminole,FL,32771,US,US/Eastern,KSFB,2017-04-24 16:53:00,80.1,,40.0,29.67,10.0,West,24.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1431673,A-1431704,MapQuest,201.0,3,2019-01-29 10:58:08,2019-01-29 11:27:40,42.92799,-78.89872,,,0.0,Accident on I-190 Northbound after Exit 11 NY-198.,,I-190 S,R,Buffalo,Erie,NY,14207,US,US/Eastern,KBUF,2019-01-29 10:54:00,24.1,10.6,88.0,29.8,2.0,SW,17.3,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
437121,A-437127,MapQuest-Bing,201.0,2,2017-05-11 16:33:37,2017-05-11 17:03:15,38.51387,-122.779007,,,0.00999999977648,#2 lane blocked due to accident on US-101 Southbound at Exit 495 Airport Blvd.,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2017-05-11 16:53:00,61.0,,72.0,30.1,10.0,WSW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3357696,A-3357859,Bing,,2,2018-02-16 15:40:19,2018-02-16 21:40:19,34.155161,-118.242626,34.15511,-118.24266,0.004,At Glendale Ave/Monterey Rd - Accident.,,N Glendale Ave,R,Glendale,Los Angeles,CA,91206,US,US/Pacific,KCQT,2018-02-16 15:47:00,71.1,,13.0,30.05,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1183157,A-1183185,MapQuest,201.0,2,2019-05-22 10:55:13,2019-05-22 12:24:06,35.798546,-78.562859,,,1.0,Four lane blocked due to accident on US-64-BR New Bern Ave both ways from Corporation Pkwy to New Hope Rd.,,N New Hope Rd,R,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2019-05-22 10:51:00,73.0,73.0,46.0,29.76,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1483553,A-1483585,MapQuest,201.0,2,2018-12-27 17:28:01,2018-12-27 18:27:51,30.46187,-91.037918,,,0.0,Accident on Florida Blvd at Windsor Dr.,13000.0,Florida Blvd,R,Baton Rouge,East Baton Rouge,LA,70815-2955,US,US/Central,KBTR,2018-12-27 17:16:00,64.0,,100.0,29.83,2.0,Calm,,0.11,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1066992,A-1067018,MapQuest,241.0,2,2019-08-02 14:46:10,2019-08-02 15:30:16,38.984486,-76.54583,,,0.0,Lane blocked and right hand shoulder blocked due to accident on US-301 Eastbound at Exit 23B MD-450.,,John Hanson Hwy W,R,Annapolis,Anne Arundel,MD,21401,US,US/Eastern,KNAK,2019-08-02 14:54:00,84.0,84.0,63.0,30.09,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1901786,A-1901826,MapQuest,201.0,3,2018-05-20 13:03:38,2018-05-20 13:33:18,44.969872,-93.308975,,,0.0,Accident on I-394 Eastbound at Exit 7 Penn Ave.,,I-394 E,R,Minneapolis,Hennepin,MN,55405,US,US/Central,KMIC,2018-05-20 12:53:00,64.0,,26.0,30.23,10.0,East,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3433897,A-3434061,Bing,,2,2017-08-18 14:51:10,2017-08-18 20:51:10,34.00949,-118.1582,34.007525,-118.156126,0.18,At Atlantic Blvd/Eastern Ave - Accident.,,S Atlantic Blvd,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2017-08-18 14:47:00,77.0,,58.0,29.96,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
252740,A-252742,MapQuest,203.0,3,2016-08-13 11:38:17,2016-08-13 12:53:17,40.430885,-80.026131,,,0.0,Multi-vehicle accident on I-376 Northbound at Exits 69A 69B 69C US-19.,,Fort Pitt Tunnels,R,Pittsburgh,Allegheny,PA,15220,US,US/Eastern,KAGC,2016-08-13 11:53:00,84.9,,67.0,29.94,10.0,SSW,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1887716,A-1887755,MapQuest,201.0,3,2018-05-14 12:41:10,2018-05-14 13:10:54,39.441906,-76.348289,,,0.0,Right hand shoulder blocked due to accident on I-95 Northbound after Exit 74 MD-152 Mountain Rd.,,S Mountain Rd,R,Joppa,Harford,MD,21085,US,US/Eastern,KMTN,2018-05-14 12:45:00,68.0,,94.0,30.04,4.0,SE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1705773,A-1705806,MapQuest,201.0,3,2018-08-10 14:12:39,2018-08-10 14:42:08,33.460602,-112.012779,,,0.0,HOV lane blocked due to accident on AZ-202 Loop Westbound at 32nd St.,,AZ-202 Loop E,R,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2018-08-10 13:51:00,95.0,,32.0,29.87,10.0,WSW,4.6,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2196836,A-2196876,MapQuest,201.0,2,2017-12-15 19:18:16,2017-12-15 20:03:06,43.094578,-83.694206,,,0.0,Accident on Saginaw Rd at Laport Ave.,6155.0,N Saginaw Rd,L,Mount Morris,Genesee,MI,48458-2403,US,US/Eastern,KFNT,2017-12-15 18:53:00,21.9,11.0,78.0,29.88,10.0,West,10.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2208412,A-2208452,MapQuest,241.0,3,2017-12-20 14:00:36,2017-12-20 14:45:04,32.923908,-96.764305,,,0.0,#4 lane blocked due to accident on I-635 Westbound at US-75.,,LBJ Fwy E,R,Dallas,Dallas,TX,75251,US,US/Central,KADS,2017-12-20 13:47:00,59.0,,88.0,29.98,5.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1096806,A-1096832,MapQuest,201.0,2,2019-06-03 07:47:03,2019-06-03 08:33:15,29.352631,-98.517929,,,0.0,Accident on Sunglo Dr at Tacoma Ave.,363.0,Tacoma Ave,R,San Antonio,Bexar,TX,78221-1754,US,US/Central,KSSF,2019-06-03 07:53:00,80.0,80.0,79.0,29.32,10.0,SSE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
514755,A-514761,MapQuest,201.0,2,2020-05-26 14:47:44,2020-05-26 15:17:29,33.654629,-111.908119,,,0.0,Right lane blocked due to accident on AZ-101-LOOP Westbound at Exit 35 Hayden Rd.,,AZ-101 Loop W,R,Scottsdale,Maricopa,AZ,85255,US,US/Mountain,KSDL,2020-05-26 14:53:00,99.0,99.0,7.0,28.19,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3304952,A-3305112,Bing,,2,2018-06-05 17:13:17,2018-06-05 23:13:17,33.902581,-118.062641,33.90015,-118.05869,0.282,At Rosecrans Ave/Exit 120/Exit 120A - Accident.,,Santa Ana Fwy S,R,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2018-06-05 16:53:00,73.0,,57.0,29.86,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3229502,A-3229662,Bing,,2,2018-12-29 14:15:00,2018-12-29 15:15:00,40.226379,-111.677269,40.22686,-111.67775,0.042,At UT-114/Center St/Exit 265 - Accident.,,I-15 N,R,Provo,Utah,UT,84601,US,US/Mountain,KPVU,2018-12-29 13:56:00,30.9,25.2,54.0,30.47,10.0,SW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1915373,A-1915413,MapQuest,201.0,2,2018-05-26 10:06:55,2018-05-26 10:36:20,37.24704,-80.02272,,,0.0,Accident on Grandin Rd at Glen Heather Dr.,4501.0,Glen Heather Dr SW,R,Roanoke,Roanoke City,VA,24018-2431,US,US/Eastern,KROA,2018-05-26 09:54:00,75.9,,69.0,29.95,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2407072,A-2407113,MapQuest,201.0,2,2017-09-28 09:20:35,2017-09-28 10:05:19,38.653008,-121.244186,,,0.0,Accident on Sunset Ave at Kenneth Ave.,8500.0,Sunset Ave,R,Fair Oaks,Sacramento,CA,95628-5317,US,US/Pacific,KMHR,2017-09-28 08:50:00,68.0,,37.0,29.95,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
3177990,A-3178150,Bing,,2,2019-02-05 02:52:00,2019-02-05 03:50:00,37.59672,-113.16609,37.552364,-113.195466,3.461,At UT-144/Old US 91/Exit 42 - Accident.,,I-15 S,R,Cedar City,Iron,UT,84720,US,US/Mountain,KCDC,2019-02-05 02:53:00,32.0,19.5,100.0,29.57,1.2,SSW,21.9,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2967033,A-2967182,Bing,,2,2020-01-18 12:03:56,2020-01-18 16:03:56,45.08247,-122.95071,45.08247,-122.95071,0.0,At Brooklake Rd/Exit 263 - Accident.,,I-5 S,R,Salem,Marion,OR,97305,US,US/Pacific,KSLE,2020-01-18 11:56:00,47.0,42.0,83.0,30.0,10.0,S,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3455254,A-3455418,Bing,,2,2019-05-07 02:16:02,2019-05-07 06:16:02,45.059205,-123.743324,45.051465,-123.779205,1.831,At US-101/Oregon Coast Hwy - Accident.,23141.0, Salmon River Hwy,R,Neskowin,Tillamook,OR,97149,US,US/Pacific,KS47,2019-05-07 02:15:00,50.0,50.0,87.0,30.04,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2258597,A-2258637,MapQuest,201.0,3,2017-11-17 17:44:47,2017-11-17 18:14:32,47.586826,-122.229668,,,0.0,Left lane blocked due to accident on I-90 Eastbound before Exits 7 7A 7B Island Crest Way.,,I-90 E,R,Mercer Island,King,WA,98040,US,US/Pacific,KBFI,2017-11-17 17:53:00,45.0,40.6,80.0,30.25,10.0,South,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
78681,A-78683,MapQuest,201.0,2,2016-09-21 12:20:41,2016-09-21 13:05:18,32.721287,-117.079269,,,0.0,Right hand shoulder blocked due to accident on CA-94 Eastbound at Exits 4B 5 Kelton Rd.,,CA-94 E,R,San Diego,San Diego,CA,92114,US,US/Pacific,KSAN,2016-09-21 11:51:00,75.0,,79.0,29.91,9.0,NW,12.7,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1039409,A-1039435,MapQuest,201.0,2,2019-07-17 12:08:46,2019-07-17 12:54:23,33.53606,-112.183128,,,0.0,Accident on 57th Dr at US-60 Grand Ave.,5763.0,W Grand Ave,L,Glendale,Maricopa,AZ,85301,US,US/Mountain,KGEU,2019-07-17 11:58:00,98.0,98.0,26.0,28.75,10.0,W,15.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2309043,A-2309083,MapQuest,241.0,2,2017-10-12 05:28:42,2017-10-12 06:13:24,34.002045,-117.233383,,,0.0,One lane blocked due to accident on Reche Canyon Rd near Keissel Rd.,8150.0,Reche Canyon Rd,L,Colton,San Bernardino,CA,92324-9332,US,US/Pacific,KSBD,2017-10-12 05:19:00,53.4,,73.0,29.93,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2439706,A-2439747,MapQuest,201.0,3,2017-08-13 07:17:04,2017-08-13 08:01:25,41.095577,-73.936325,,,0.0,Accident on I-87 NYS Thruway Northbound near Exit 11 High Ave.,38.0,Mountainview Ave,L,Nyack,Rockland,NY,10960-1708,US,US/Eastern,KHPN,2017-08-13 06:56:00,70.0,,93.0,29.87,7.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3463314,A-3463478,Bing,,2,2019-05-24 20:08:13,2019-05-24 20:36:32,40.73217,-73.91944,40.73199,-73.9191,0.022,At I-278 - Accident. Right lane blocked.,,Long Island Expy E,R,Maspeth,Queens,NY,11378,US,US/Eastern,KLGA,2019-05-24 19:51:00,69.0,69.0,47.0,30.04,10.0,NNW,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2486766,A-2486807,Bing,,2,2016-05-04 20:25:39,2016-05-05 02:25:39,34.05819,-118.25402,34.05512,-118.257,0.272,At 3rd St/4th St - Accident.,,CA-110 S,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-05-04 20:28:00,60.1,,75.0,29.92,10.0,West,4.6,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1283796,A-1283825,MapQuest,201.0,3,2019-03-13 05:40:11,2019-03-13 06:24:40,38.657818,-112.595238,,,0.0,Accident on I-15 Southbound after Exit 138 Ranch Exit 138.,,I-15 S,R,Fillmore,Millard,UT,84631,US,US/Mountain,KU24,2019-03-13 05:35:00,28.0,13.0,86.0,24.85,2.0,NNW,28.0,,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
796962,A-796987,MapQuest,201.0,3,2019-12-21 12:56:50,2019-12-21 17:09:57,40.896671,-73.880585,,,0.0,Accident on I-87 Southbound at Exit 13 Major Deegan Expy.,,Central Park Ave,R,Bronx,Bronx,NY,10471,US,US/Eastern,KLGA,2019-12-21 12:51:00,31.0,31.0,59.0,30.52,10.0,E,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
